Date,Open,High,Low,Close,Adj Close,Volume,,log volatlity,app volatility,log^2,app^2,log daily,app daily,log year,app year,^2 * W,EWMA var,EWMA year,,람다,=,0.94
2016-02-16,1871.439941,1895.77002,1871.439941,1895.579956,1895.579956,4570670000,,0.016381738,0.016516654,0.000268361,0.0002728,0.01224131,0.012208263,,,2.07376E-37,0.000183822,,1187,0.06,1.26696E-32,7.60175E-34
2016-02-17,1898.800049,1930.680054,1898.800049,1926.819946,1926.819946,5011540000,,0.016346111,0.016480439,0.000267195,0.000271605,0.012237231,0.012204069,,,2.19646E-37,0.000183822,,1186,0.06,1.34783E-32,8.08697E-34
2016-02-18,1927.569946,1930,1915.089966,1917.829956,1917.829956,4436490000,,-0.004676632,-0.004665714,2.18709E-05,2.17689E-05,0.012233185,0.012199907,,,1.87281E-38,0.000183822,,1185,0.06,1.43386E-32,8.60316E-34
2016-02-19,1916.73999,1918.780029,1902.170044,1917.780029,1917.780029,4142850000,,-2.60334E-05,-2.60331E-05,6.77738E-10,6.77721E-10,0.012237591,0.012204299,,,6.2027E-43,0.000183822,,1184,0.06,1.52538E-32,9.15229E-34
2016-02-22,1924.439941,1946.699951,1924.439941,1945.5,1945.5,4054710000,,0.014350731,0.014454197,0.000205943,0.000208924,0.012242758,0.012209452,,,2.03418E-37,0.000183822,,1183,0.06,1.62275E-32,9.73648E-34
2016-02-23,1942.380005,1942.380005,1919.439941,1921.27002,1921.27002,3890650000,,-0.012532577,-0.012454372,0.000157065,0.000155111,0.012240823,0.012207431,,,1.60664E-37,0.000183822,,1182,0.06,1.72633E-32,1.0358E-33
2016-02-24,1917.560059,1932.079956,1891,1929.800049,1929.800049,4317250000,,0.00442996,0.004439787,1.96245E-05,1.97117E-05,0.012240573,0.012207187,,,2.17205E-38,0.000183822,,1181,0.06,1.83652E-32,1.10191E-33
2016-02-25,1931.869995,1951.829956,1925.410034,1951.699951,1951.699951,4118210000,,0.011284367,0.011348275,0.000127337,0.000128783,0.012245075,0.012211672,,,1.50966E-37,0.000183822,,1180,0.06,1.95374E-32,1.17225E-33
2016-02-26,1954.949951,1962.959961,1945.780029,1948.050049,1948.050049,4348510000,,-0.001871865,-0.001870114,3.50388E-06,3.49733E-06,0.012245858,0.012212403,,,4.36141E-39,0.000183822,,1179,0.06,2.07845E-32,1.24707E-33
2016-02-29,1947.130005,1958.27002,1931.810059,1932.22998,1932.22998,4588180000,,-0.008154131,-0.008120977,6.64899E-05,6.59503E-05,0.012250929,0.012217459,,,8.74942E-38,0.000183822,,1178,0.06,2.21112E-32,1.32667E-33
2016-03-01,1937.089966,1978.349976,1937.089966,1978.349976,1978.349976,4819750000,,0.023588386,0.023868792,0.000556412,0.000569719,0.012253825,0.012220344,,,8.04074E-37,0.000183822,,1177,0.06,2.35225E-32,1.41135E-33
2016-03-02,1976.599976,1986.51001,1968.800049,1986.449951,1986.449951,4666610000,,0.00408595,0.004094308,1.6695E-05,1.67634E-05,0.012239733,0.012205953,,,2.51691E-38,0.000183822,,1176,0.06,2.50239E-32,1.50144E-33
2016-03-03,1985.599976,1993.689941,1977.369995,1993.400024,1993.400024,5081700000,,0.003492634,0.003498741,1.21985E-05,1.22412E-05,0.012244356,0.012210559,,,1.95525E-38,0.000183822,,1175,0.06,2.66212E-32,1.59727E-33
2016-03-04,1994.01001,2009.130005,1986.77002,1999.98999,1999.98999,6049930000,,0.00330044,0.003305892,1.08929E-05,1.09289E-05,0.012249141,0.012215328,,,1.85707E-38,0.000183822,,1174,0.06,2.83204E-32,1.69923E-33
2016-03-07,1996.109985,2006.119995,1989.380005,2001.76001,2001.76001,4968180000,,0.000884623,0.000885014,7.82558E-07,7.83251E-07,0.012253978,0.01222015,,,1.41587E-39,0.000183822,,1173,0.06,3.01281E-32,1.80769E-33
2016-03-08,1996.880005,1996.880005,1977.430054,1979.26001,1979.26001,4641650000,,-0.011303756,-0.011240109,0.000127775,0.00012634,0.012259173,0.01222533,,,2.42961E-37,0.000183822,,1172,0.06,3.20512E-32,1.92307E-33
2016-03-09,1981.439941,1992.689941,1979.839966,1989.26001,1989.26001,4038120000,,0.005039673,0.005052393,2.53983E-05,2.55267E-05,0.012259957,0.012226112,,,5.2223E-38,0.000183822,,1171,0.06,3.4097E-32,2.04582E-33
2016-03-10,1990.969971,2005.079956,1969.25,1989.569946,1989.569946,4376790000,,0.000155793,0.000155805,2.42713E-08,2.42751E-08,0.012264306,0.012230442,,,5.28325E-41,0.000183822,,1170,0.06,3.62734E-32,2.17641E-33
2016-03-11,1994.709961,2022.369995,1994.709961,2022.189941,2022.189941,4078620000,,0.016262546,0.0163955,0.00026447,0.000268812,0.012269545,0.012235667,,,6.22388E-37,0.000183822,,1169,0.06,3.85888E-32,2.31533E-33
2016-03-14,2019.27002,2024.569946,2012.050049,2019.640015,2019.640015,3487850000,,-0.001261768,-0.001260973,1.59206E-06,1.59005E-06,0.012265573,0.012231579,,,3.91648E-39,0.000183822,,1168,0.06,4.10519E-32,2.46311E-33
2016-03-15,2015.27002,2015.939941,2005.22998,2015.930054,2015.930054,3560280000,,-0.001838631,-0.001836942,3.38056E-06,3.37435E-06,0.012270767,0.012236758,,,8.84193E-39,0.000183822,,1167,0.06,4.36722E-32,2.62033E-33
2016-03-16,2014.23999,2032.02002,2010.040039,2027.219971,2027.219971,4057020000,,0.005584728,0.005600352,3.11892E-05,3.13639E-05,0.012275906,0.012241881,,,8.74297E-38,0.000183822,,1166,0.06,4.64598E-32,2.78759E-33
2016-03-17,2026.900024,2046.23999,2022.160034,2040.589966,2040.589966,4530480000,,0.006573583,0.006595236,4.3212E-05,4.34971E-05,0.012280079,0.012246035,,,1.28992E-37,0.000183822,,1165,0.06,4.94253E-32,2.96552E-33
2016-03-18,2041.160034,2052.360107,2041.160034,2049.580078,2049.580078,6503140000,,0.004395967,0.004405644,1.93245E-05,1.94097E-05,0.012283839,0.012249771,,,6.12338E-38,0.000183822,,1164,0.06,5.25801E-32,3.15481E-33
2016-03-21,2047.880005,2053.909912,2043.140015,2051.600098,2051.600098,3376600000,,0.000985092,0.000985577,9.70407E-07,9.71363E-07,0.012288439,0.012254352,,,3.26007E-39,0.000183822,,1163,0.06,5.59363E-32,3.35618E-33
2016-03-22,2048.639893,2056.600098,2040.569946,2049.800049,2049.800049,3418460000,,-0.000877773,-0.000877388,7.70485E-07,7.69809E-07,0.012293687,0.012259586,,,2.74853E-39,0.000183822,,1162,0.06,5.95067E-32,3.5704E-33
2016-03-23,2048.550049,2048.550049,2034.859985,2036.709961,2036.709961,3639510000,,-0.00640651,-0.006386032,4.10434E-05,4.07814E-05,0.012298949,0.012264833,,,1.549E-37,0.000183822,,1161,0.06,6.3305E-32,3.7983E-33
2016-03-24,2032.47998,2036.040039,2022.48999,2035.939941,2035.939941,3407720000,,-0.000378142,-0.000378071,1.42991E-07,1.42937E-07,0.012302808,0.012268678,,,5.77573E-40,0.000183822,,1160,0.06,6.73457E-32,4.04074E-33
2016-03-28,2037.890015,2042.670044,2031.959961,2037.050049,2037.050049,2809090000,,0.000545107,0.000545256,2.97142E-07,2.97304E-07,0.012308105,0.01227396,,,1.27801E-39,0.000183822,,1159,0.06,7.16444E-32,4.29866E-33
2016-03-29,2035.75,2055.909912,2028.310059,2055.01001,2055.01001,3822330000,,0.008778012,0.008816652,7.70535E-05,7.77333E-05,0.012313403,0.012279243,,,3.55478E-37,0.000183822,,1158,0.06,7.62175E-32,4.57305E-33
2016-03-30,2058.27002,2072.209961,2058.27002,2063.949951,2063.949951,3590310000,,0.00434088,0.004350315,1.88432E-05,1.89252E-05,0.012316017,0.012281823,,,9.20702E-38,0.000183822,,1157,0.06,8.10824E-32,4.86494E-33
2016-03-31,2063.77002,2067.919922,2057.459961,2059.73999,2059.73999,3715280000,,-0.002041842,-0.002039759,4.16912E-06,4.16062E-06,0.012320678,0.012286466,,,2.15332E-38,0.000183822,,1156,0.06,8.62579E-32,5.17547E-33
2016-04-01,2056.620117,2075.070068,2043.97998,2072.780029,2072.780029,3749990000,,0.006310959,0.006330915,3.98282E-05,4.00805E-05,0.012325859,0.012291632,,,2.20676E-37,0.000183822,,1155,0.06,9.17637E-32,5.50582E-33
2016-04-04,2073.189941,2074.02002,2062.570068,2066.129883,2066.129883,3485710000,,-0.00321348,-0.003208322,1.03265E-05,1.02933E-05,0.012329796,0.012295545,,,6.02907E-38,0.000183822,,1154,0.06,9.7621E-32,5.85726E-33
2016-04-05,2062.5,2062.5,2042.560059,2045.170044,2045.170044,4154920000,,-0.010196298,-0.010144492,0.000103965,0.000102911,0.012334774,0.012300508,,,6.4125E-37,0.000183822,,1153,0.06,1.03852E-31,6.23112E-33
2016-04-06,2045.560059,2067.330078,2043.089966,2066.659912,2066.659912,3750800000,,0.010452798,0.010507619,0.000109261,0.00011041,0.012336468,0.012302196,,,7.31892E-37,0.000183822,,1152,0.06,1.10481E-31,6.62886E-33
2016-04-07,2063.01001,2063.01001,2033.800049,2041.910034,2041.910034,3801250000,,-0.012048074,-0.011975787,0.000145156,0.000143419,0.012337978,0.01230366,,,1.01139E-36,0.000183822,,1151,0.06,1.17533E-31,7.05197E-33
2016-04-08,2045.540039,2060.629883,2041.689941,2047.599976,2047.599976,3359530000,,0.002782703,0.002786578,7.74344E-06,7.76502E-06,0.012338227,0.012303911,,,5.82539E-38,0.000183822,,1150,0.06,1.25035E-31,7.5021E-33
2016-04-11,2050.22998,2062.929932,2041.880005,2041.98999,2041.98999,3567840000,,-0.002743546,-0.002739786,7.52705E-06,7.50643E-06,0.012343317,0.012308985,,,5.99085E-38,0.000183822,,1149,0.06,1.33016E-31,7.98096E-33
2016-04-12,2043.719971,2065.050049,2039.73999,2061.719971,2061.719971,4239740000,,0.009615754,0.009662134,9.24627E-05,9.33568E-05,0.012348422,0.012314075,,,7.92635E-37,0.000183822,,1148,0.06,1.41506E-31,8.49038E-33
2016-04-13,2065.919922,2083.179932,2065.919922,2082.419922,2082.419922,4191830000,,0.00999007,0.010040137,9.98015E-05,0.000100804,0.012350539,0.012316152,,,9.10497E-37,0.000183822,,1147,0.06,1.50539E-31,9.03232E-33
2016-04-14,2082.889893,2087.840088,2078.129883,2082.780029,2082.780029,3765870000,,0.000172912,0.000172927,2.98986E-08,2.99038E-08,0.0123524,0.01231797,,,2.87341E-40,0.000183822,,1146,0.06,1.60148E-31,9.60885E-33
