Date,Open,High,Low,Close,Adj Close,Volume,,log volatlity,app volatility,log^2,app^2,log daily,app daily,log year,app year,^2 * W,EWMA var,EWMA daily (daily 아니고 annual이라고 함!),,람다,=,0.94
2019-02-27,2787.5,2795.76001,2775.129883,2792.379883,2792.379883,3767130000,,-0.000544197,-0.000544049,2.96E-07,2.96E-07,0.017460318,0.017400153,,,7.17E-20,0.000183822,,424,0.06,4.04E-12,2.42E-13
2019-02-28,2788.110107,2793.72998,2782.51001,2784.48999,2784.48999,4396930000,,-0.002829508,-0.002825508,8.01E-06,7.98E-06,0.017480876,0.01742064,,,2.06E-18,0.000183822,,423,0.06,4.30E-12,2.58E-13
2019-03-01,2798.219971,2808.02002,2787.379883,2803.689941,2803.689941,3972280000,,0.006871657,0.006895321,4.72E-05,4.75E-05,0.017500986,0.017440677,,,1.30E-17,0.000183822,,422,0.06,4.57E-12,2.74E-13
2019-03-04,2814.370117,2816.879883,2767.659912,2792.810059,2792.810059,3919810000,,-0.003888107,-0.003880558,1.51E-05,1.51E-05,0.017518516,0.017458114,,,4.39E-18,0.000183822,,421,0.06,4.86E-12,2.92E-13
2019-03-05,2794.409912,2796.439941,2782.969971,2789.649902,2789.649902,3585690000,,-0.001132174,-0.001131533,1.28E-06,1.28E-06,0.017538286,0.017477811,,,3.97E-19,0.000183822,,420,0.06,5.17E-12,3.10E-13
2019-03-06,2790.27002,2790.27002,2768.689941,2771.449951,2771.449951,3786600000,,-0.006545474,-0.006524099,4.28E-05,4.26E-05,0.017559066,0.017498518,,,1.41E-17,0.000183822,,419,0.06,5.50E-12,3.30E-13
2019-03-07,2766.530029,2767.25,2739.090088,2748.929932,2748.929932,3904860000,,-0.008158911,-0.008125717,6.66E-05,6.60E-05,0.017577098,0.017516478,,,2.32E-17,0.000183822,,418,0.06,5.85E-12,3.51E-13
2019-03-08,2730.790039,2744.129883,2722.27002,2743.070068,2743.070068,3423130000,,-0.002133964,-0.002131689,4.55E-06,4.54E-06,0.017593586,0.017532896,,,1.70E-18,0.000183822,,417,0.06,6.23E-12,3.74E-13
2019-03-11,2747.610107,2784,2747.610107,2783.300049,2783.300049,3749030000,,0.014559536,0.014666042,0.00021198,0.000215093,0.017614358,0.017553595,,,8.55E-17,0.000183822,,416,0.06,6.63E-12,3.98E-13
2019-03-12,2787.340088,2798.320068,2786.72998,2791.52002,2791.52002,3414230000,,0.002948966,0.002953318,8.70E-06,8.72E-06,0.017621064,0.017560071,,,3.69E-18,0.000183822,,415,0.06,7.05E-12,4.23E-13
2019-03-13,2799.780029,2821.23999,2799.780029,2810.919922,2810.919922,3766150000,,0.006925547,0.006949584,4.80E-05,4.83E-05,0.017641687,0.017580618,,,2.17E-17,0.000183822,,414,0.06,7.50E-12,4.50E-13
2019-03-14,2810.379883,2815,2803.459961,2808.47998,2808.47998,3469730000,,-0.0008684,-0.000868023,7.54E-07,7.53E-07,0.017659701,0.017598535,,,3.61E-19,0.000183822,,413,0.06,7.98E-12,4.79E-13
2019-03-15,2810.790039,2830.72998,2810.790039,2822.47998,2822.47998,5962730000,,0.004972519,0.004984903,2.47E-05,2.48E-05,0.017681016,0.017619776,,,1.27E-17,0.000183822,,412,0.06,8.49E-12,5.09E-13
2019-03-18,2822.610107,2835.409912,2821.98999,2832.939941,2832.939941,3552190000,,0.003699097,0.003705947,1.37E-05,1.37E-05,0.017700766,0.017639441,,,7.44E-18,0.000183822,,411,0.06,9.03E-12,5.42E-13
2019-03-19,2840.76001,2852.419922,2823.27002,2832.570068,2832.570068,3620220000,,-0.00013057,-0.000130562,1.70E-08,1.70E-08,0.017721347,0.017659943,,,9.82E-21,0.000183822,,410,0.06,9.60E-12,5.76E-13
2019-03-20,2831.340088,2843.540039,2812.429932,2824.22998,2824.22998,3771200000,,-0.002948697,-0.002944354,8.69E-06,8.67E-06,0.017742944,0.017681465,,,5.31E-18,0.000183822,,409,0.06,1.02E-11,6.13E-13
2019-03-21,2819.719971,2860.310059,2817.379883,2854.879883,2854.879883,3546800000,,0.010794016,0.010852481,0.000116511,0.000117776,0.017764023,0.017702468,,,7.68E-17,0.000183822,,408,0.06,1.09E-11,6.52E-13
2019-03-22,2844.52002,2846.159912,2800.469971,2800.709961,2800.709961,4237200000,,-0.019156827,-0.018974501,0.000366984,0.000360032,0.01777775,0.017716047,,,2.50E-16,0.000183822,,407,0.06,1.16E-11,6.94E-13
2019-03-25,2796.01001,2809.790039,2785.02002,2798.360107,2798.360107,3376580000,,-0.000839373,-0.000839021,7.05E-07,7.04E-07,0.017774229,0.017712604,,,5.20E-19,0.000183822,,406,0.06,1.23E-11,7.38E-13
2019-03-26,2812.659912,2829.870117,2803.98999,2818.459961,2818.459961,3266050000,,0.007157053,0.007182726,5.12E-05,5.16E-05,0.017796057,0.017734355,,,4.05E-17,0.000183822,,405,0.06,1.31E-11,7.85E-13
2019-03-27,2819.719971,2825.560059,2787.719971,2805.370117,2805.370117,3372930000,,-0.004655143,-0.004644325,2.17E-05,2.16E-05,0.017814464,0.017752661,,,1.80E-17,0.000183822,,404,0.06,1.39E-11,8.35E-13
2019-03-28,2809.399902,2819.709961,2798.77002,2815.439941,2815.439941,3158170000,,0.003583055,0.003589481,1.28E-05,1.29E-05,0.017834994,0.017773113,,,1.14E-17,0.000183822,,403,0.06,1.48E-11,8.89E-13
2019-03-29,2828.27002,2836.030029,2819.22998,2834.399902,2834.399902,3740700000,,0.006711706,0.00673428,4.50E-05,4.54E-05,0.017856216,0.017794254,,,4.29E-17,0.000183822,,402,0.06,1.58E-11,9.45E-13
2019-04-01,2848.629883,2869.399902,2848.629883,2867.189941,2867.189941,3500760000,,0.011502195,0.0115686,0.000132301,0.000133833,0.017875278,0.017813217,,,1.35E-16,0.000183822,,401,0.06,1.68E-11,1.01E-12
2019-04-02,2868.23999,2872.899902,2858.75,2867.23999,2867.23999,3246900000,,1.75E-05,1.75E-05,3.05E-10,3.05E-10,0.017888333,0.017826109,,,3.26E-22,0.000183822,,400,0.06,1.78E-11,1.07E-12
2019-04-03,2876.090088,2885.25,2865.169922,2873.399902,2873.399902,3550240000,,0.002146072,0.002148377,4.61E-06,4.62E-06,0.017910679,0.017848378,,,5.25E-18,0.000183822,,399,0.06,1.90E-11,1.14E-12
2019-04-04,2873.98999,2881.280029,2867.139893,2879.389893,2879.389893,3015180000,,0.002082466,0.002084635,4.34E-06,4.35E-06,0.017932788,0.017870407,,,5.26E-18,0.000183822,,398,0.06,2.02E-11,1.21E-12
2019-04-05,2884.159912,2893.23999,2882.98999,2892.73999,2892.73999,3146820000,,0.004625717,0.004636433,2.14E-05,2.15E-05,0.017954999,0.017892538,,,2.77E-17,0.000183822,,397,0.06,2.15E-11,1.29E-12
2019-04-08,2888.459961,2895.949951,2880.780029,2895.77002,2895.77002,3054030000,,0.001046912,0.00104746,1.10E-06,1.10E-06,0.017976099,0.017913551,,,1.50E-18,0.000183822,,396,0.06,2.28E-11,1.37E-12
2019-04-09,2886.580078,2886.879883,2873.330078,2878.199951,2878.199951,3007980000,,-0.006085977,-0.006067495,3.70E-05,3.68E-05,0.017998705,0.017936077,,,5.37E-17,0.000183822,,395,0.06,2.43E-11,1.46E-12
2019-04-10,2881.370117,2889.709961,2879.129883,2888.209961,2888.209961,3062380000,,0.003471838,0.003477872,1.21E-05,1.21E-05,0.018018872,0.017956164,,,1.88E-17,0.000183822,,394,0.06,2.58E-11,1.55E-12
2019-04-11,2891.919922,2893.419922,2881.98999,2888.320068,2888.320068,2938540000,,3.81E-05,3.81E-05,1.45E-09,1.45E-09,0.018040876,0.017978084,,,2.40E-21,0.000183822,,393,0.06,2.75E-11,1.65E-12
2019-04-12,2900.860107,2910.540039,2898.370117,2907.409912,2907.409912,3688490000,,0.006587578,0.006609324,4.34E-05,4.37E-05,0.018063814,0.018000942,,,7.67E-17,0.000183822,,392,0.06,2.92E-11,1.75E-12
2019-04-15,2908.320068,2909.600098,2896.47998,2905.580078,2905.580078,3088330000,,-0.000629567,-0.000629369,3.96E-07,3.96E-07,0.018083779,0.018020807,,,7.40E-19,0.000183822,,391,0.06,3.11E-11,1.87E-12
2019-04-16,2912.26001,2916.060059,2900.709961,2907.060059,2907.060059,3402210000,,0.000509229,0.000509358,2.59E-07,2.59E-07,0.018106862,0.018043808,,,5.15E-19,0.000183822,,390,0.06,3.31E-11,1.99E-12
2019-04-17,2916.040039,2918,2895.449951,2900.449951,2900.449951,3602300000,,-0.002276401,-0.002273812,5.18E-06,5.17E-06,0.018130042,0.018066908,,,1.09E-17,0.000183822,,389,0.06,3.52E-11,2.11E-12
2019-04-18,2904.810059,2908.399902,2891.899902,2905.030029,2905.030029,3506850000,,0.001577847,0.001579092,2.49E-06,2.49E-06,0.018152964,0.018089748,,,5.60E-18,0.000183822,,388,0.06,3.75E-11,2.25E-12
2019-04-22,2898.780029,2909.51001,2896.350098,2907.969971,2907.969971,2997950000,,0.001011506,0.001012018,1.02E-06,1.02E-06,0.018176165,0.018112867,,,2.45E-18,0.000183822,,387,0.06,3.99E-11,2.39E-12
2019-04-23,2909.98999,2936.310059,2908.530029,2933.679932,2933.679932,3635030000,,0.008802351,0.008841206,7.75E-05,7.82E-05,0.018199561,0.018136181,,,1.99E-16,0.000183822,,386,0.06,4.24E-11,2.54E-12
2019-04-24,2934,2936.830078,2926.050049,2927.25,2927.25,3448960000,,-0.002194169,-0.002191763,4.81E-06,4.80E-06,0.018217612,0.018154106,,,1.30E-17,0.000183822,,385,0.06,4.51E-11,2.71E-12
2019-04-25,2928.98999,2933.100098,2912.840088,2926.169922,2926.169922,3425280000,,-0.000369042,-0.000368974,1.36E-07,1.36E-07,0.018240913,0.018177324,,,3.92E-19,0.000183822,,384,0.06,4.80E-11,2.88E-12
